age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,Other,>50K
22,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
34,Private,7,Divorced,Sales,Own-child,Black,Female,0,0,37,United-States,<=50K
46,Private,6,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Other,<=50K
39,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
37,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
63,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
29,Private,11,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
19,Private,9,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
46,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
29,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
38,Private,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
54,Local-gov,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
30,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K
39,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,47,United-States,<=50K
51,Private,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
38,Private,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
17,Unknown,6,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
47,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,>50K
38,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,3103,0,60,United-States,>50K
73,Unknown,7,Married-civ-spouse,Unknown,Husband,White,Male,0,0,8,United-States,<=50K
23,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
37,Federal-gov,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
36,Self-emp-not-inc,9,Separated,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,84,United-States,<=50K
58,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,>50K
42,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,16,United-States,<=50K
22,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
80,Private,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,<=50K
57,Local-gov,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
41,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
74,Private,10,Divorced,Sales,Not-in-family,White,Female,7262,0,30,United-States,>50K
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
25,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
26,Unknown,13,Married-civ-spouse,Unknown,Wife,White,Female,0,0,20,United-States,<=50K
22,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K
27,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
65,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,10605,0,20,United-States,>50K
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,9,Separated,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K
52,Private,11,Widowed,Other-service,Unmarried,White,Female,0,0,13,United-States,<=50K
53,Unknown,8,Married-civ-spouse,Unknown,Wife,White,Female,0,0,40,Other,<=50K
63,Unknown,13,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,50,United-States,<=50K
22,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
42,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
38,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
41,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,14344,0,48,United-States,>50K
22,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Local-gov,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
25,Private,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K
49,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7298,0,40,Unknown,>50K
24,Private,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
41,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
32,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
21,Private,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
24,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
56,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
20,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,20,United-States,<=50K
25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
23,Local-gov,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,32,United-States,<=50K
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
37,Self-emp-not-inc,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,United-States,<=50K
52,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
31,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,6,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,<=50K
20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
31,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50K
43,Local-gov,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
34,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
42,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,<=50K
18,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K
30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
27,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Other,<=50K
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Other,<=50K
27,Private,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Unknown,<=50K
32,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
23,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
49,Private,12,Widowed,Sales,Not-in-family,White,Female,0,0,40,Other,<=50K
31,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K
29,Private,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45,United-States,>50K
61,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
18,Unknown,10,Never-married,Unknown,Own-child,White,Male,594,0,10,United-States,<=50K
46,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
43,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
34,Private,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
19,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,3,United-States,<=50K
32,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
54,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Other,>50K
50,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
49,Self-emp-inc,9,Separated,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,Local-gov,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United-States,<=50K
33,Private,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,18,United-States,<=50K
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
42,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1579,40,United-States,<=50K
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K
57,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,<=50K
29,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Other,>50K
23,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,1887,50,Other,>50K
46,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,9,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
66,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
25,Private,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,Other,<=50K
48,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,Other,>50K
23,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
41,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
18,Private,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
64,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,Other,<=50K
54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,>50K
38,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
25,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,12,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
40,Private,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
23,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,<=50K
78,Private,9,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
59,Private,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,>50K
18,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
52,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Other,<=50K
49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,<=50K
17,Private,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
49,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
27,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K
31,Private,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,Other,<=50K
48,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
32,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
31,Self-emp-inc,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
18,Unknown,7,Never-married,Unknown,Unmarried,Black,Female,0,0,50,United-States,<=50K
42,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
66,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,10,Separated,Other-service,Not-in-family,White,Female,4650,0,72,United-States,<=50K
23,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
20,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
18,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,48,United-States,<=50K
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
61,Unknown,9,Divorced,Unknown,Not-in-family,White,Female,0,0,99,United-States,<=50K
48,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Other,<=50K
42,Private,13,Separated,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
55,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
21,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
50,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
33,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,914,0,40,Other,<=50K
60,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
26,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Unknown,15,Married-civ-spouse,Unknown,Wife,White,Female,15024,0,50,United-States,>50K
30,Self-emp-not-inc,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,30,Other,<=50K
37,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
29,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,Other,<=50K
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
50,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,>50K
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,11,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
28,Private,7,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
37,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
34,Local-gov,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
62,Unknown,14,Married-civ-spouse,Unknown,Husband,White,Male,0,0,48,United-States,>50K
30,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,11,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
48,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
45,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,Other,>50K
33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
21,State-gov,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
60,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
34,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
27,Private,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,Other,<=50K
44,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Unknown,8,Never-married,Unknown,Own-child,White,Male,0,0,25,United-States,<=50K
34,Self-emp-inc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
77,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,41310,0,90,Other,<=50K
48,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,72,United-States,<=50K
21,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
58,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K
30,Private,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,<=50K
39,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K
59,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,White,Female,6849,0,40,United-States,<=50K
30,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,Unknown,10,Married-civ-spouse,Unknown,Wife,White,Female,5178,0,40,United-States,>50K
34,State-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Other,<=50K
62,Unknown,7,Divorced,Unknown,Not-in-family,Black,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
37,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
29,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
17,Private,4,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,Other,<=50K
24,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,<=50K
19,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
62,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,United-States,<=50K
56,Private,9,Divorced,Protective-serv,Own-child,White,Male,4101,0,38,United-States,<=50K
47,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
27,Local-gov,9,Divorced,Adm-clerical,Not-in-family,Other,Female,0,0,33,United-States,<=50K
49,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
47,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
21,Private,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
37,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,30,United-States,<=50K
58,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,20,United-States,<=50K
50,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Self-emp-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
41,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Other,<=50K
80,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
61,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,<=50K
22,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
53,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,10,Other,>50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
41,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,United-States,<=50K
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
26,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,State-gov,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,<=50K
31,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
27,Private,3,Never-married,Other-service,Not-in-family,White,Male,0,0,75,Other,<=50K
45,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,>50K
72,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
